incident_id,timestamp,tool_id,product_id,line_id,input_units,good_units,scrap_units,rework_units,planned_minutes,downtime_minutes,unit_cost_proxy,unit_price_proxy,downtime_cost_per_min,event_type,event_note
INC-BETA-2026-01,2026-01-25T02:25:00Z,TOOL-09,PROD-E2,LINE-1,82,60,16,6,180,84,3.98,5.72,23.54,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-01-25T05:35:00Z,TOOL-01,PROD-E1,LINE-2,220,195,16,9,120,7,3.8,10.47,15.65,maintenance_hold,Line held for bearing replacement on primary drive motor
INC-BETA-2026-01,2026-01-25T07:47:00Z,TOOL-02,PROD-D2,LINE-1,106,98,6,2,200,5,5.63,10.78,29.04,changeover_delay,Tool change required additional verification before restart
INC-BETA-2026-01,2026-01-25T11:26:00Z,TOOL-04,PROD-F1,LINE-4,167,155,9,3,117,32,3.77,8.6,20.11,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-01-25T13:36:00Z,TOOL-12,PROD-D2,LINE-1,104,93,8,3,147,16,5.65,11.79,11.59,changeover_delay,Changeover held pending engineering sign-off on first article
INC-BETA-2026-01,2026-01-25T16:08:00Z,TOOL-01,PROD-B1,LINE-4,115,98,10,7,164,8,2.77,4.98,7.14,maintenance_hold,Unplanned maintenance hold for lubrication of drive assembly
INC-BETA-2026-01,2026-01-25T19:08:00Z,TOOL-04,PROD-F2,LINE-3,107,97,8,2,222,31,4.86,6.18,27.19,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-BETA-2026-01,2026-01-25T23:08:00Z,TOOL-03,PROD-D2,LINE-1,215,146,46,23,170,83,4.43,11.47,24.31,sensor_fault,Flow sensor reported out-of-range value requiring manual verification
INC-BETA-2026-01,2026-01-26T02:18:00Z,TOOL-03,PROD-F2,LINE-2,106,95,6,5,142,21,5.91,8.75,19.83,material_shortage,Line paused awaiting replenishment of component reel stock
INC-BETA-2026-01,2026-01-26T04:50:00Z,TOOL-07,PROD-C2,LINE-3,195,174,16,5,214,27,5.93,9.28,25.92,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-01-26T08:43:00Z,TOOL-11,PROD-B2,LINE-2,133,120,9,4,148,34,4.86,11.88,20.9,sensor_fault,Proximity sensor fault intermittently triggered line safety stop
INC-BETA-2026-01,2026-01-26T11:30:00Z,TOOL-12,PROD-F1,LINE-3,109,95,9,5,209,23,6.21,10.47,21.53,quality_hold,Quality team initiated hold after customer complaint review opened
INC-BETA-2026-01,2026-01-26T15:10:00Z,TOOL-07,PROD-F3,LINE-1,213,197,7,9,73,26,1.78,5.4,24.42,sensor_fault,Flow sensor reported out-of-range value requiring manual verification
INC-BETA-2026-01,2026-01-26T16:33:00Z,TOOL-03,PROD-F4,LINE-1,155,117,22,16,151,82,3.76,9.03,21.56,material_shortage,Line paused awaiting replenishment of component reel stock
INC-BETA-2026-01,2026-01-26T19:23:00Z,TOOL-07,PROD-B2,LINE-5,153,138,12,3,157,17,3.58,10.32,21.81,sensor_fault,Pressure sensor reported intermittent fault during this production run
INC-BETA-2026-01,2026-01-26T22:02:00Z,TOOL-12,PROD-C1,LINE-2,238,151,55,32,173,83,2.63,8.75,22.45,changeover_delay,Tool change required additional verification before restart
INC-BETA-2026-01,2026-01-27T01:14:00Z,TOOL-12,PROD-E2,LINE-2,129,120,6,3,234,7,2.43,4.56,17.36,micro_stop,Minor sensor trigger caused momentary line hold
INC-BETA-2026-01,2026-01-27T05:18:00Z,TOOL-09,PROD-C1,LINE-2,121,109,8,4,144,19,5.05,6.55,8,micro_stop,Brief line pause due to upstream buffer fill event
INC-BETA-2026-01,2026-01-27T07:53:00Z,TOOL-08,PROD-F3,LINE-5,220,194,12,14,141,21,2.6,4.74,5.77,changeover_delay,Recipe load delay extended total changeover beyond target
INC-BETA-2026-01,2026-01-27T10:33:00Z,TOOL-09,PROD-D1,LINE-1,169,157,7,5,144,15,3.3,5.59,23.57,changeover_delay,Tool change required additional verification before restart
INC-BETA-2026-01,2026-01-27T12:59:00Z,TOOL-02,PROD-F1,LINE-3,194,174,9,11,219,12,6.29,10.35,12.34,quality_hold,Lot placed on quality hold pending dimensional inspection results
INC-BETA-2026-01,2026-01-27T16:52:00Z,TOOL-05,PROD-E1,LINE-3,86,73,8,5,155,21,5.51,8.68,5.14,quality_hold,Quality hold issued after visual defect found during sampling
INC-BETA-2026-01,2026-01-27T19:39:00Z,TOOL-09,PROD-A2,LINE-1,122,77,30,15,196,30,4.63,6.58,20.37,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-01-27T23:10:00Z,TOOL-02,PROD-B2,LINE-5,191,163,14,14,235,9,1.62,9.45,4.99,normal_run,Steady throughput observed across the full planned window
INC-BETA-2026-01,2026-01-28T03:15:00Z,TOOL-09,PROD-A2,LINE-5,138,120,12,6,175,25,3.52,6.54,14.13,normal_run,Production running within all spec parameters today
INC-BETA-2026-01,2026-01-28T06:14:00Z,TOOL-12,PROD-E2,LINE-1,98,89,5,4,134,30,4.93,9.42,11.32,quality_hold,Hold placed on output pending incoming material re-inspection
INC-BETA-2026-01,2026-01-28T08:42:00Z,TOOL-11,PROD-A1,LINE-4,120,109,8,3,160,30,5.49,9.27,28.96,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-01-28T11:35:00Z,TOOL-01,PROD-E1,LINE-5,116,110,4,2,212,17,4.19,11.61,11.92,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-BETA-2026-01,2026-01-28T15:20:00Z,TOOL-04,PROD-D1,LINE-5,116,109,4,3,124,11,2.07,9.04,18.75,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-28T17:43:00Z,TOOL-08,PROD-F1,LINE-5,98,92,4,2,85,11,5.13,8.73,12.6,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-01-28T19:17:00Z,TOOL-02,PROD-C1,LINE-5,97,85,9,3,175,15,4.58,7.2,19.19,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-01-28T22:24:00Z,TOOL-07,PROD-B1,LINE-1,160,148,7,5,224,18,2.88,6.48,21.67,micro_stop,Minor sensor trigger caused momentary line hold
INC-BETA-2026-01,2026-01-29T02:24:00Z,TOOL-08,PROD-C2,LINE-3,204,185,13,6,215,7,5.71,11.18,7.64,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-01-29T06:03:00Z,TOOL-12,PROD-A2,LINE-1,209,140,42,27,208,55,5.35,7.16,4.95,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-BETA-2026-01,2026-01-29T09:48:00Z,TOOL-11,PROD-F3,LINE-2,173,120,29,24,210,76,5.79,7.05,17.03,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-01-29T13:36:00Z,TOOL-01,PROD-F1,LINE-2,237,158,49,30,95,58,2.3,8.1,18.71,quality_hold,Quality hold issued after visual defect found during sampling
INC-BETA-2026-01,2026-01-29T15:28:00Z,TOOL-06,PROD-A1,LINE-2,204,188,9,7,119,6,4.84,8.79,24.58,micro_stop,Minor sensor trigger caused momentary line hold
INC-BETA-2026-01,2026-01-29T17:30:00Z,TOOL-01,PROD-F1,LINE-3,106,93,8,5,130,31,5.21,9.35,18.82,micro_stop,Minor sensor trigger caused momentary line hold
INC-BETA-2026-01,2026-01-29T19:53:00Z,TOOL-10,PROD-F1,LINE-1,212,149,32,31,117,63,3.53,10.54,12.97,quality_hold,Quality team initiated hold after customer complaint review opened
INC-BETA-2026-01,2026-01-29T21:52:00Z,TOOL-09,PROD-B1,LINE-4,122,111,5,6,131,11,2.25,4.42,19.65,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-BETA-2026-01,2026-01-30T00:12:00Z,TOOL-07,PROD-F3,LINE-3,109,98,6,5,113,23,2.31,10.5,4.58,normal_run,All quality checks passed within acceptable tolerances
INC-BETA-2026-01,2026-01-30T02:25:00Z,TOOL-03,PROD-B1,LINE-5,90,80,8,2,102,13,6.11,9.39,14.54,sensor_fault,Flow sensor reported out-of-range value requiring manual verification
INC-BETA-2026-01,2026-01-30T04:09:00Z,TOOL-12,PROD-F2,LINE-3,101,92,4,5,180,32,3.91,6.07,14.68,normal_run,All quality checks passed within acceptable tolerances
INC-BETA-2026-01,2026-01-30T07:16:00Z,TOOL-10,PROD-F1,LINE-5,147,133,6,8,176,24,4.45,6.57,14.02,normal_run,Steady throughput observed across the full planned window
INC-BETA-2026-01,2026-01-30T10:30:00Z,TOOL-09,PROD-F1,LINE-4,118,107,8,3,217,24,1.7,10.05,17.09,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-01-30T14:13:00Z,TOOL-10,PROD-E1,LINE-1,190,170,12,8,71,27,4.15,6.34,24.86,calibration_drift,Process parameter drift required inline recalibration procedure
INC-BETA-2026-01,2026-01-30T15:37:00Z,TOOL-10,PROD-F3,LINE-5,105,96,6,3,119,34,5.8,7.91,26.8,micro_stop,Conveyor jam cleared quickly by line operator on site
INC-BETA-2026-01,2026-01-30T17:38:00Z,TOOL-12,PROD-F2,LINE-1,227,201,15,11,156,25,2.53,10.24,14.63,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-01-30T20:34:00Z,TOOL-05,PROD-C1,LINE-5,188,165,13,10,234,17,5.27,8.34,24.38,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-01-31T00:47:00Z,TOOL-09,PROD-D2,LINE-3,158,137,11,10,161,28,2.19,10.77,7.1,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-31T03:35:00Z,TOOL-02,PROD-B2,LINE-5,182,155,15,12,217,27,4.92,5.76,14.12,changeover_delay,Setup time exceeded target due to new operator on shift
INC-BETA-2026-01,2026-01-31T07:16:00Z,TOOL-03,PROD-D2,LINE-5,191,179,6,6,154,7,4.55,10.09,28.2,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-01-31T10:08:00Z,TOOL-05,PROD-F2,LINE-5,94,60,22,12,223,61,3.69,5.77,21.08,quality_hold,Inline SPC chart triggered quality hold for process review
INC-BETA-2026-01,2026-01-31T13:59:00Z,TOOL-01,PROD-F3,LINE-5,210,190,13,7,103,26,1.68,5.15,4.01,normal_run,No anomalies detected during this run cycle
INC-BETA-2026-01,2026-01-31T15:56:00Z,TOOL-06,PROD-F1,LINE-4,183,162,12,9,240,7,6.1,9.57,22.88,changeover_delay,Tool change required additional verification before restart
INC-BETA-2026-01,2026-01-31T20:09:00Z,TOOL-06,PROD-F4,LINE-3,137,124,9,4,163,23,1.52,4.58,17.16,changeover_delay,Tool change required additional verification before restart
INC-BETA-2026-01,2026-01-31T23:03:00Z,TOOL-06,PROD-A2,LINE-5,145,123,13,9,207,13,4.97,11.78,18.64,calibration_drift,Tool calibration drift detected by SPC monitoring system alert
INC-BETA-2026-01,2026-02-01T02:46:00Z,TOOL-11,PROD-D2,LINE-5,87,79,5,3,157,25,5.44,7.28,22.23,calibration_drift,Process parameter drift required inline recalibration procedure
INC-BETA-2026-01,2026-02-01T05:36:00Z,TOOL-09,PROD-E1,LINE-1,147,138,6,3,232,28,5.61,6.56,28.22,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-02-01T09:36:00Z,TOOL-10,PROD-C1,LINE-2,128,116,8,4,121,32,2.83,5.32,25.71,maintenance_hold,Tool flagged for maintenance after alarm threshold was reached
INC-BETA-2026-01,2026-02-01T11:43:00Z,TOOL-02,PROD-A2,LINE-1,206,178,15,13,198,35,1.71,7.34,20.14,changeover_delay,Tool change required additional verification before restart
INC-BETA-2026-01,2026-02-01T15:11:00Z,TOOL-08,PROD-B1,LINE-5,151,134,8,9,92,6,4.13,7.75,28.43,normal_run,No anomalies detected during this run cycle
INC-BETA-2026-01,2026-02-01T16:57:00Z,TOOL-11,PROD-F3,LINE-2,197,166,19,12,177,15,4.95,5.53,9.48,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-02-01T20:07:00Z,TOOL-10,PROD-F4,LINE-3,127,115,8,4,180,35,4.57,7.61,16.97,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-02-01T23:20:00Z,TOOL-06,PROD-F4,LINE-4,151,134,9,8,207,26,2.64,4.02,11.02,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-02-02T03:01:00Z,TOOL-04,PROD-B1,LINE-2,201,178,17,6,187,9,6.48,11.24,17.44,material_shortage,Feeder ran dry before scheduled replenishment cycle arrived
INC-BETA-2026-01,2026-02-02T06:19:00Z,TOOL-05,PROD-E1,LINE-5,92,82,5,5,75,11,5.57,8.9,20.38,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-02-02T07:44:00Z,TOOL-06,PROD-C2,LINE-5,222,194,21,7,65,18,2.11,10.81,29.04,normal_run,All quality checks passed within acceptable tolerances
INC-BETA-2026-01,2026-02-02T09:08:00Z,TOOL-03,PROD-F3,LINE-3,170,154,8,8,174,33,1.89,8.52,16.06,sensor_fault,Sensor fault cleared after connector reseating by maintenance tech
INC-BETA-2026-01,2026-02-02T12:14:00Z,TOOL-07,PROD-F1,LINE-5,226,197,13,16,80,10,3.22,6.32,20.98,material_shortage,Production held pending clearance of quarantined input material
INC-BETA-2026-01,2026-02-02T13:48:00Z,TOOL-05,PROD-D2,LINE-3,230,205,15,10,102,10,5.77,6.99,10.1,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-02-02T15:34:00Z,TOOL-04,PROD-B1,LINE-4,106,95,3,8,181,22,1.77,9.94,17.62,sensor_fault,Pressure sensor reported intermittent fault during this production run
INC-BETA-2026-01,2026-02-02T18:45:00Z,TOOL-10,PROD-B1,LINE-1,179,164,9,6,132,19,4.63,6.03,25.8,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-02-02T21:10:00Z,TOOL-06,PROD-F4,LINE-4,199,170,19,10,129,22,3.72,11.76,22.14,normal_run,All quality checks passed within acceptable tolerances
INC-BETA-2026-01,2026-02-02T23:35:00Z,TOOL-11,PROD-F2,LINE-5,191,168,12,11,139,34,3.24,8.2,24.92,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-02-03T02:09:00Z,TOOL-05,PROD-B1,LINE-3,82,75,2,5,94,16,2.93,8.02,21.88,changeover_delay,Setup time exceeded target due to new operator on shift
INC-BETA-2026-01,2026-02-03T04:00:00Z,TOOL-05,PROD-A1,LINE-4,154,104,30,20,200,53,2.44,10.94,15.36,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-02-03T07:34:00Z,TOOL-07,PROD-B2,LINE-3,100,92,5,3,216,30,4.97,7.25,20.86,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-02-03T11:25:00Z,TOOL-04,PROD-F4,LINE-1,126,119,4,3,176,24,3.76,9.68,16.79,micro_stop,Conveyor jam cleared quickly by line operator on site
INC-BETA-2026-01,2026-02-03T14:24:00Z,TOOL-09,PROD-A1,LINE-2,106,99,5,2,172,28,1.54,3.81,4.38,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-02-03T17:27:00Z,TOOL-08,PROD-C2,LINE-4,88,78,4,6,97,6,2.83,6.73,18.12,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-02-03T19:14:00Z,TOOL-07,PROD-F4,LINE-1,111,95,10,6,158,29,6.37,8.14,29.86,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-02-03T21:57:00Z,TOOL-09,PROD-F1,LINE-2,201,175,11,15,142,10,4.65,5.44,28.37,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-02-04T00:36:00Z,TOOL-11,PROD-C1,LINE-2,172,145,15,12,115,8,2.68,7.01,4.39,calibration_drift,Thermal calibration deviation flagged by automated monitoring system
INC-BETA-2026-01,2026-02-04T02:36:00Z,TOOL-07,PROD-F3,LINE-2,82,53,20,9,236,60,4.94,6.46,24.04,micro_stop,Minor sensor trigger caused momentary line hold
INC-BETA-2026-01,2026-02-04T06:36:00Z,TOOL-11,PROD-E2,LINE-3,240,223,8,9,99,27,4.18,5.47,16.68,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-BETA-2026-01,2026-02-04T08:28:00Z,TOOL-08,PROD-F2,LINE-2,85,76,6,3,94,13,5.99,9.16,15.38,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-02-04T10:19:00Z,TOOL-04,PROD-E2,LINE-2,219,194,11,14,130,32,5.66,11.5,18.42,normal_run,Steady throughput observed across the full planned window
INC-BETA-2026-01,2026-02-04T12:45:00Z,TOOL-05,PROD-F4,LINE-3,218,202,12,4,223,21,3.4,5.4,4.49,maintenance_hold,Maintenance team performed emergency seal replacement on vacuum pump
INC-BETA-2026-01,2026-02-04T16:37:00Z,TOOL-06,PROD-F2,LINE-1,217,193,18,6,234,20,5.33,6.78,11.36,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-02-04T20:36:00Z,TOOL-02,PROD-E1,LINE-1,91,65,20,6,68,42,2.04,4.72,4.83,calibration_drift,Process parameter drift required inline recalibration procedure
INC-BETA-2026-01,2026-02-04T22:01:00Z,TOOL-09,PROD-E2,LINE-5,145,137,4,4,78,5,6.15,7.77,16.78,quality_hold,Lot placed on quality hold pending dimensional inspection results
INC-BETA-2026-01,2026-02-04T23:35:00Z,TOOL-11,PROD-A1,LINE-3,222,188,18,16,154,30,5.04,10.86,10.91,normal_run,Production running within all spec parameters today
INC-BETA-2026-01,2026-02-05T02:20:00Z,TOOL-02,PROD-B2,LINE-5,104,98,3,3,158,11,2.47,8.91,18.82,sensor_fault,Proximity sensor fault intermittently triggered line safety stop
INC-BETA-2026-01,2026-02-05T05:17:00Z,TOOL-07,PROD-F2,LINE-1,227,205,12,10,230,18,5.91,7.34,8.69,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-02-05T09:14:00Z,TOOL-09,PROD-E2,LINE-4,170,146,15,9,143,32,3.36,10.08,15.2,material_shortage,Production held pending clearance of quarantined input material
INC-BETA-2026-01,2026-02-05T11:46:00Z,TOOL-10,PROD-E1,LINE-2,176,149,14,13,125,16,6.31,9.13,14.32,material_shortage,Material shortage traced to late supplier delivery this morning
INC-BETA-2026-01,2026-02-05T13:53:00Z,TOOL-09,PROD-B1,LINE-3,81,75,4,2,140,5,5.36,11.65,25.38,quality_hold,Quality team initiated hold after customer complaint review opened
INC-BETA-2026-01,2026-02-05T16:32:00Z,TOOL-10,PROD-E2,LINE-2,104,97,3,4,95,13,3.34,8.59,10.06,calibration_drift,Sensor reading drifted outside control limit during mid-run
INC-BETA-2026-01,2026-02-05T18:27:00Z,TOOL-07,PROD-E2,LINE-2,99,86,7,6,104,20,5.63,10.18,18.98,quality_hold,Quality team initiated hold after customer complaint review opened
INC-BETA-2026-01,2026-02-05T20:22:00Z,TOOL-01,PROD-F2,LINE-5,177,167,6,4,145,16,5.9,8.83,28.19,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-02-05T22:56:00Z,TOOL-12,PROD-F1,LINE-5,82,72,6,4,73,14,4.12,6.98,18.69,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-02-06T00:18:00Z,TOOL-03,PROD-A1,LINE-4,194,168,16,10,83,12,3.66,10.33,7.85,micro_stop,Minor sensor trigger caused momentary line hold
INC-BETA-2026-01,2026-02-06T02:01:00Z,TOOL-12,PROD-A1,LINE-5,182,167,8,7,171,29,4.99,10.45,16.5,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-02-06T05:12:00Z,TOOL-04,PROD-E1,LINE-5,214,199,10,5,170,15,4.92,9.21,6.93,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-02-06T08:15:00Z,TOOL-04,PROD-C2,LINE-3,232,200,17,15,103,16,4.58,11.93,15.5,normal_run,Production running within all spec parameters today
INC-BETA-2026-01,2026-02-06T10:07:00Z,TOOL-04,PROD-F1,LINE-3,119,102,9,8,88,28,1.77,11.54,28.09,maintenance_hold,Tool flagged for maintenance after alarm threshold was reached
INC-BETA-2026-01,2026-02-06T11:37:00Z,TOOL-06,PROD-F2,LINE-1,158,146,9,3,113,28,4.19,6.18,17.6,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-02-06T13:36:00Z,TOOL-12,PROD-F2,LINE-1,176,154,12,10,71,13,2.35,5.56,24.52,changeover_delay,Fixture swap took longer than standard changeover time
INC-GAMMA-2026-01,2026-01-20T05:30:00Z,TOOL-12,PROD-A2,LINE-3,204,159,29,16,107,22,4,7.93,28.09,normal_run,Steady throughput observed across the full planned window
INC-GAMMA-2026-01,2026-01-20T07:35:00Z,TOOL-05,PROD-C2,LINE-4,180,149,24,7,235,32,3.28,6.27,29.9,sensor_fault,Temperature sensor gave erratic readings triggering automated hold
INC-GAMMA-2026-01,2026-01-20T11:33:00Z,TOOL-11,PROD-C1,LINE-4,87,40,32,15,117,69,3.21,6.97,7.57,quality_hold,Quality team initiated hold after customer complaint review opened
INC-GAMMA-2026-01,2026-01-20T13:39:00Z,TOOL-07,PROD-B2,LINE-5,119,100,12,7,214,31,3.75,5.27,20.96,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-GAMMA-2026-01,2026-01-20T17:21:00Z,TOOL-03,PROD-C1,LINE-5,114,64,31,19,97,70,3.09,8.28,28.66,micro_stop,Short stop for label verification on outgoing pallet
INC-GAMMA-2026-01,2026-01-20T19:04:00Z,TOOL-12,PROD-A1,LINE-3,185,146,28,11,223,27,2.26,4.69,7.42,normal_run,All quality checks passed within acceptable tolerances
INC-GAMMA-2026-01,2026-01-20T22:57:00Z,TOOL-10,PROD-E2,LINE-5,139,115,16,8,66,32,1.9,10.02,7.49,quality_hold,Hold placed on output pending incoming material re-inspection
INC-GAMMA-2026-01,2026-01-21T00:16:00Z,TOOL-03,PROD-F4,LINE-4,205,173,22,10,117,12,3.54,11.75,28.06,sensor_fault,Sensor fault cleared after connector reseating by maintenance tech
INC-GAMMA-2026-01,2026-01-21T02:21:00Z,TOOL-04,PROD-A2,LINE-2,192,149,28,15,143,39,5.94,8.82,24.18,calibration_drift,Process parameter drift required inline recalibration procedure
INC-GAMMA-2026-01,2026-01-21T04:56:00Z,TOOL-07,PROD-E2,LINE-5,232,185,26,21,240,12,4.1,7.94,25.5,normal_run,Steady throughput observed across the full planned window
INC-GAMMA-2026-01,2026-01-21T09:14:00Z,TOOL-09,PROD-D1,LINE-1,222,179,21,22,72,22,2.96,6.86,11.92,quality_hold,Hold placed on output pending incoming material re-inspection
INC-GAMMA-2026-01,2026-01-21T10:33:00Z,TOOL-07,PROD-C1,LINE-5,93,72,11,10,178,51,3.76,9.85,6.94,quality_hold,Production held for root cause on elevated scrap rate trend
INC-GAMMA-2026-01,2026-01-21T13:50:00Z,TOOL-03,PROD-D1,LINE-4,162,137,17,8,211,55,5.98,11.35,6.34,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-GAMMA-2026-01,2026-01-21T17:28:00Z,TOOL-12,PROD-F2,LINE-1,103,89,7,7,152,15,4.12,7.45,24.57,material_shortage,Line paused awaiting replenishment of component reel stock
INC-GAMMA-2026-01,2026-01-21T20:14:00Z,TOOL-09,PROD-D1,LINE-1,123,95,18,10,228,19,2.31,4.3,24,normal_run,No anomalies detected during this run cycle
INC-GAMMA-2026-01,2026-01-22T00:13:00Z,TOOL-12,PROD-F3,LINE-4,153,128,18,7,93,22,1.52,9.89,4.32,material_shortage,Feeder ran dry before scheduled replenishment cycle arrived
INC-GAMMA-2026-01,2026-01-22T02:05:00Z,TOOL-01,PROD-E2,LINE-4,140,117,11,12,176,36,3.71,8.89,4.17,quality_hold,Inline SPC chart triggered quality hold for process review
INC-GAMMA-2026-01,2026-01-22T05:20:00Z,TOOL-04,PROD-A1,LINE-2,117,80,24,13,97,54,4.83,10.92,11.76,sensor_fault,Pressure sensor reported intermittent fault during this production run
INC-GAMMA-2026-01,2026-01-22T07:02:00Z,TOOL-07,PROD-B1,LINE-2,152,120,18,14,212,46,5.44,7.02,15.84,calibration_drift,Sensor reading drifted outside control limit during mid-run
INC-GAMMA-2026-01,2026-01-22T10:38:00Z,TOOL-05,PROD-C2,LINE-3,177,135,25,17,200,14,2.96,4.61,22.06,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-GAMMA-2026-01,2026-01-22T14:13:00Z,TOOL-09,PROD-B2,LINE-2,236,201,15,20,221,43,6.44,9.39,21.91,sensor_fault,Flow sensor reported out-of-range value requiring manual verification
INC-GAMMA-2026-01,2026-01-22T18:05:00Z,TOOL-07,PROD-E2,LINE-3,146,113,16,17,150,18,4.57,8.51,22.96,material_shortage,Line paused awaiting replenishment of component reel stock
INC-GAMMA-2026-01,2026-01-22T20:44:00Z,TOOL-12,PROD-C1,LINE-2,80,69,5,6,90,23,5.5,11.99,14.77,changeover_delay,Tool change required additional verification before restart
INC-GAMMA-2026-01,2026-01-22T22:22:00Z,TOOL-01,PROD-F1,LINE-2,152,134,12,6,136,42,4.25,10.31,6.96,micro_stop,Minor sensor trigger caused momentary line hold
INC-GAMMA-2026-01,2026-01-23T00:58:00Z,TOOL-10,PROD-A1,LINE-2,129,109,12,8,232,40,6.08,10.9,20.79,material_shortage,Shortage caused partial batch reduction for this run window
INC-GAMMA-2026-01,2026-01-23T05:06:00Z,TOOL-09,PROD-C2,LINE-4,185,149,28,8,193,29,4.32,9.69,18.43,normal_run,All quality checks passed within acceptable tolerances
INC-GAMMA-2026-01,2026-01-23T08:31:00Z,TOOL-06,PROD-A2,LINE-2,151,120,21,10,156,50,4.17,5.89,19.75,normal_run,Production running within all spec parameters today
INC-GAMMA-2026-01,2026-01-23T11:18:00Z,TOOL-12,PROD-F4,LINE-3,88,60,21,7,120,97,3.76,11.62,9.62,material_shortage,Substrate lot delayed from incoming inspection hold status
INC-GAMMA-2026-01,2026-01-23T13:31:00Z,TOOL-01,PROD-F3,LINE-2,103,89,10,4,183,42,2.27,6.06,16.57,quality_hold,Inline SPC chart triggered quality hold for process review
INC-GAMMA-2026-01,2026-01-23T16:46:00Z,TOOL-03,PROD-F3,LINE-1,212,175,27,10,69,39,3.44,10.91,7.01,micro_stop,Brief line pause due to upstream buffer fill event
INC-GAMMA-2026-01,2026-01-23T17:59:00Z,TOOL-06,PROD-D2,LINE-1,106,86,11,9,139,11,4.39,7.11,27.2,micro_stop,Conveyor jam cleared quickly by line operator on site
INC-GAMMA-2026-01,2026-01-23T20:29:00Z,TOOL-05,PROD-E1,LINE-3,192,157,24,11,100,27,2.07,11.62,18.55,normal_run,All quality checks passed within acceptable tolerances
INC-GAMMA-2026-01,2026-01-23T22:22:00Z,TOOL-09,PROD-C2,LINE-3,116,87,17,12,206,25,2.36,5.8,27.2,calibration_drift,Sensor reading drifted outside control limit during mid-run
INC-GAMMA-2026-01,2026-01-24T01:54:00Z,TOOL-01,PROD-D2,LINE-1,107,92,10,5,160,21,5.02,11.3,20.37,maintenance_hold,Line held for bearing replacement on primary drive motor
INC-GAMMA-2026-01,2026-01-24T04:47:00Z,TOOL-05,PROD-C2,LINE-2,216,178,14,24,179,46,2.16,10.32,27.91,material_shortage,Feeder ran dry before scheduled replenishment cycle arrived
INC-GAMMA-2026-01,2026-01-24T07:57:00Z,TOOL-11,PROD-F1,LINE-4,200,173,16,11,217,26,6.06,8.69,22.19,calibration_drift,Tool calibration drift detected by SPC monitoring system alert
